Site,Web,ContentType,Value,TermStoreGroup,TermSet,DocLib,TargetField,TermPath
https://unishare.hud.ac.uk/unifunctions,/COM/Estates-and-Facilities-Services,EDRMS University Committee,Estates Health and Safety Committee,EDRMS Fileplan,Committees,Estates Health and Safety Committee,University Committee Name,|Committees|Estates and Facilities Services
https://unishare.hud.ac.uk/unifunctions,/COM/Estates-and-Facilities-Services,EDRMS University Committee,Estates Management System User Group,EDRMS Fileplan,Committees,Estates Management System User Group,University Committee Name,|Committees|Estates and Facilities Services
